Rank,Competitor,DOB,Nat,Pos,Venue,Date,World Athletics Event Ranking Score,Men 100,Men 100 Wind,Men 100 Score,Men LJ,Men LJ Wind,Men LJ Score,Men SP,Men SP Score,Men HJ,Men HJ Score,Men 400,Men 400 Score,Men 110h,Men 110h Wind,Men 110h Score,Men DT,Men DT Score,Men PV,Men PV Score,Men JT,Men JT Score,Men 1500,Men 1500 Score,Overall Score
533,Angelos-Tzanis ANDREOGLOU,7/7/1999,GRE,2,Thessaloniki (GRE),8/4/2019,973,11.15,0.1,827,6.98,-0.3,809,10.91,540,1.83,653,50.97,770,14.97,4.4,853,35.7,578,4.30,702,53.33,638,04:47.1,636.58,7006
519,Kojiro TANI,4/30/1992,JPN,10,Nagano (JPN),6/1/2014,973,11.28,-0.6,799,6.55,0,709,12.05,609,1.85,670,48.99,862,14.97,0.1,853,34.8,560,4.20,673,51.35,609,04:42.8,662.96,7006
422,Marcus NILSSON,5/3/1991,SWE,2,Huddinge (SWE),9/5/2010,973,11.67,-2,717,6.62,0.1,725,12.74,651,1.84,661,49.60,833,15.59,-1,780,39.47,654,4.23,682,51.13,605,04:37.3,698.21,7006
543,Briander RIVEIRO,4/23/1991,CUB,10,"Terry Fox AF, Ottawa (CAN)",7/5/2017,973,11.17,0.3,823,7.16,0.8,852,13.02,668,2.08,878,56.74,531,14.67,0.3,890,40.03,665,4.05,631,50.67,599,05:16.4,469.37,7006
385,Björn Sigurd SOMMERFELDT,6/5/1905,NOR,8,Maribor (SLO),7/6/2003,973,11.41,1.9,771,6.91,1.1,792,12.81,656,1.86,679,50.95,771,15.35,-0.5,808,36.9,602,4.10,645,50.51,596,04:39.2,686.03,7006
519,Matt RICH,,USA,8,"Allendale, MI (USA)",5/23/2014,973,11.13,3.7,832,7.07,3.2,830,11.71,589,1.77,602,50.83,777,15.03,2.1,846,35.64,577,4.70,819,45.99,529,04:52.2,605.91,7006
489,Krzysztof SLUPKOWSKI,2/8/1987,POL,2,"Cedar Falls, IA (USA)",5/14/2011,973,10.8,3.2,906,6.86,1.7,781,14.60,765,1.87,687,50.39,797,15.11,2.4,836,33.54,535,4.50,760,44.96,514,05:24.9,425.45,7006
519,Anton VARAVVA,4/2/1993,UKR,2,Kyiv (UKR),6/4/2014,973,11.51,0,750,7.34,-0.2,896,13.37,690,1.94,749,51.45,749,16.02,-0.1,730,37.97,623,4.60,790,44.16,503,05:06.0,526.12,7006
500,Maksim KOROLYOV,1/6/1988,RUS,14,Cheboksary (RUS),6/3/2012,973,11.47,0.3,759,6.69,1.1,741,12.53,639,1.91,723,50.07,811,15.48,0.8,792,41.15,688,3.70,535,43.04,486,04:17.1,832.19,7006
449,Evan LEE,,USA,2,"Knoxville, TN (USA)",4/13/2018,973,10.92,1.8,878,6.53,2,704,12.41,631,1.86,679,48.79,871,15.93,2.3,741,40.05,666,4.40,731,39.92,441,04:42.7,664.01,7006
449,Peter MORENO,12/30/1990,NGR,1,Abuja (NGR),2/15/2018,973,11,-0.1,861,7.02,0,818,11.46,574,1.85,670,48.51,885,14.65,-0.5,892,34.24,548,4.50,760,38.27,417,04:56.4,581.13,7006
503,Andre KARASCH,6/15/1905,GER,6,Lage (GER),8/25/2013,973,11.52,-0.4,748,6.71,0.9,746,14.40,753,1.85,670,51.80,734,15.83,-0.1,752,39.22,649,3.80,562,58.64,717,04:41.1,674.07,7005
504,Oscar CAMPOS,5/18/1992,VEN,1,Medellín (COL),5/10/2015,973,11.28,-0.4,799,6.83,0.4,774,13.26,683,1.82,644,50.23,804,14.87,-1,865,40.18,668,4.00,617,55.49,670,05:14.2,481.33,7005
504,Tomek CZERWINSKI,,USA,13,"Azusa, CA (USA)",4/16/2015,973,11.28,2.9,799,6.85,2.9,778,12.22,620,1.91,723,51.24,758,15.18,2.7,828,34.3,550,4.40,731,49.90,587,04:47.9,631.64,7005
534,David THOMSON,10/8/1995,AUS,1,Bendigo (AUS),1/13/2019,973,11.49,-0.7,755,7.11,0,840,13.06,671,1.99,794,51.68,739,16.44,-1.8,684,42.41,714,4.80,849,48.86,572,05:32.5,387.74,7005
522,Curtis MATHEWS,1/22/1992,GBR,1,Bedford (GBR),5/25/2014,973,11.39,-1.4,776,7.01,0.5,816,12.69,648,1.90,714,51.15,762,15.59,0.4,780,42.85,723,3.95,603,47.98,559,04:49.0,624.96,7005
504,Vasiliy DERGUNOV,9/13/1995,RUS,18,Cheboksary (RUS),6/9/2015,973,11.4,2.2,774,6.71,0.6,746,13.66,708,1.97,776,51.18,761,15.68,-1.6,769,35.29,569,4.10,645,47.79,556,04:36.7,701.85,7005
385,Jannie BOTHA,3/20/1978,RSA,3,El Menzah (TUN),5/22/2005,973,11.72,1.1,707,6.56,0.1,711,12.51,637,1.96,767,51.41,751,15.75,1.1,761,41.1,687,3.70,535,58.92,722,04:32.8,726.63,7004
373,Norbert KOVÁCS,8/27/1979,HUN,28,Tallinn (EST),7/8/2007,973,11.42,1.5,769,7.03,1.1,821,13.15,676,1.83,653,51.26,757,15.22,0.6,823,39.8,660,4.20,673,53.06,634,05:03.8,538.54,7004
508,Jackson WALKER,1/18/1992,USA,19,"Eugene, OR (USA)",6/9/2016,973,11.43,1,767,6.44,1.6,684,11.65,585,1.83,653,50.30,801,15.29,0.3,815,37.92,622,4.50,760,51.56,612,04:36.1,705.56,7004
466,Oscar ANDRES,11/23/2000,ESP,1,Nerja (ESP),6/20/2021,973,11.01,-0.9,858,6.91,0,792,12.66,647,1.80,627,49.56,835,15.88,1.4,746,32.19,508,4.50,760,48.85,572,04:43.5,659.17,7004
508,Cameron COLLINS,,USA,1,"Charlottesville, VA (USA)",4/23/2016,973,11.52,0.1,748,6.83,1.6,774,13.44,694,1.86,679,50.91,773,16.63,1.1,663,44.68,760,4.00,617,48.67,569,04:32.7,727.67,7004
452,Robin BODART,10/28/1997,BEL,2,Schaerbeek (BEL),5/6/2018,973,11.23,0.1,810,7.10,2.6,838,11.08,551,1.93,740,51.57,744,15.19,-0.4,827,37.72,618,4.90,880,45.34,520,05:15.1,476.45,7004
508,Martin BROCKMAN,11/13/1987,GBR,8,"Stadionring, Ratingen (GER)",6/26/2016,973,11.84,-1.3,683,6.81,0.9,769,13.01,668,2.04,840,52.17,717,15.80,0.6,755,41.06,686,4.50,760,44.15,503,04:49.3,623.27,7004
161,Akifumi IBE,2/7/1999,JPN,1,"NIFS, Kanoya (JPN)",8/2/2020,973,11.06,1,847,7.04,0.4,823,11.34,566,1.85,670,49.70,828,15.71,0.4,766,34.6,556,4.70,819,43.93,499,04:48.2,630.24,7004
454,Eetu KANGAS,11/17/1993,FIN,6,Pärnu (EST),6/17/2018,973,11.64,0.5,723,6.41,1.2,677,13.73,712,1.80,627,53.60,656,15.49,1.6,791,40.9,683,4.18,668,67.64,853,04:51.0,613.09,7003
374,Ville MYLLÄRI,3/22/1985,FIN,23,Szczecin (POL),7/8/2007,973,11.55,2.3,742,6.88,2.3,785,11.73,590,2.01,813,52.57,700,15.21,2.7,824,33.98,543,4.70,819,56.14,680,05:09.4,507.09,7003
467,Martin KRATZ,10/25/2000,GER,9,"Auestadion, Wesel (GER)",8/22/2021,973,11.31,-0.6,793,6.73,-0.9,750,12.70,649,2.00,803,52.11,720,15.34,1.4,809,34.53,554,4.30,702,52.46,625,04:53.4,598.94,7003
420,Josh LOVELL,9/2/1987,USA,1,"Tacoma, WA (USA)",4/14/2009,973,11.06,2.4,847,6.92,0,795,11.53,578,1.98,785,51.58,743,15.68,1,769,34.41,552,4.30,702,52.26,622,04:51.4,610.69,7003
511,Nick KRAVEC,5/31/1996,USA,3,"Fresno, CA (USA)",5/12/2016,973,11.54,0.9,744,6.84,1.8,776,12.29,624,1.96,767,51.63,741,15.10,0.8,837,32.65,517,4.20,673,51.98,618,04:36.0,706.01,7003
480,Tomoki YAMASHITA,5/12/2000,JPN,7,"Takebishi Stadium, Kyoto (JPN)",9/10/2022,973,10.92,0.7,878,6.62,1.4,725,10.48,515,1.85,670,50.30,801,14.33,-0.3,932,28.25,430,4.30,702,50.60,597,04:28.7,753.79,7003
454,Lachlan CALVERT,8/31/1995,AUS,1,Melbourne (AUS),11/11/2018,973,11.26,0,804,6.83,0,774,10.91,540,1.86,679,49.09,857,16.51,1.1,676,32.83,520,4.40,731,49.69,584,04:16.1,838.83,7003
544,Nikita ZAKHARCHENKO,8/19/1995,RUS,12,"Adler, Sochi (RUS)",9/3/2017,973,10.88,0.2,888,6.77,0.7,760,12.40,631,1.80,627,49.04,859,14.59,0.1,900,33.3,530,3.80,562,44.65,510,04:31.3,736.27,7003
468,Xuesong YUE,10/31/1997,CHN,14,Chongqing (CHN),6/27/2021,973,11.28,0,799,6.62,-0.9,725,11.70,588,1.86,679,52.54,701,14.82,0.5,871,34.8,560,4.90,880,60.12,740,05:18.2,459.96,7002
524,Trent BALTZELL,3/15/1991,USA,1,"Storrs, CT (USA)",4/4/2014,973,11.81,0.8,689,6.42,2.5,679,13.83,718,2.00,803,52.71,694,16.36,0.9,693,44.49,756,4.00,617,58.00,708,04:45.7,645.46,7002
502,Patrick ARBOUR,3/17/1988,CAN,5,Ottawa (CAN),5/27/2012,973,11.61,1.5,730,6.57,2.1,713,14.78,776,1.81,636,53.49,661,15.44,1.4,797,46.47,797,4.10,645,57.66,703,05:02.7,544.78,7002
545,Marvin GREGOR,10/3/1993,GER,2,Kienbaum (GER),8/13/2017,973,11.63,0.2,725,6.57,0.5,713,13.60,704,1.91,723,53.94,642,15.53,-1.2,787,33.46,533,4.90,880,55.20,666,04:48.2,629.88,7002
507,Tomohiko MURANAKA,5/6/1993,JPN,2,Yokohama (JPN),5/15/2015,973,11.2,0.4,817,7.32,0.8,891,11.90,600,1.96,767,50.48,793,16.11,-1.7,720,33.48,533,4.20,673,50.06,589,04:50.0,619.22,7002
423,Brian VRIEND,5/20/1990,NED,17,"Blankers-Koen Stadion, Hengelo (NED)",6/27/2010,973,11.32,-0.7,791,6.92,1.5,795,13.23,681,1.80,627,48.87,867,15.37,-1,805,36.92,602,4.10,645,47.21,547,04:46.1,642.76,7002
536,Javier PÉREZ,1/9/1988,ESP,10,"Antonio Domínguez Stadium, Arona (ESP)",6/9/2019,973,11.57,-0.9,738,7.19,0.2,859,13.30,686,1.81,636,53.05,679,14.91,0.2,860,30.71,478,4.70,819,47.10,546,04:36.7,701.85,7002
507,Lev MAVRIN,5/13/1994,RUS,19,Cheboksary (RUS),6/9/2015,973,11.27,2.3,801,6.74,0,753,14.53,761,1.97,776,52.00,725,15.78,0,758,41.74,700,3.80,562,46.90,543,04:49.4,623.03,7002
504,Tristan FAURE,6/8/1992,USA,1,"Lynchburg, VA (USA)",4/19/2013,973,11.26,1.1,804,6.86,0.5,781,11.13,554,1.93,740,50.87,775,14.98,3.6,852,36.16,587,4.06,634,44.29,505,04:26.2,770.57,7002
456,Steven SCARVELIS,6/13/1905,USA,3,"Santa Barbara, CA (USA)",4/7/2018,973,11.44,0.2,765,6.39,0,673,13.79,715,1.81,636,50.70,783,15.47,-0.2,794,43.54,737,4.10,645,42.35,476,04:24.9,778.79,7002
505,Jahrmal GERMAIN,7/3/1992,GBR,16,"Stadionring, Ratingen (GER)",6/16/2013,973,11.3,1.2,795,6.62,-0.3,725,11.90,600,1.88,696,50.37,798,15.12,1.9,835,32.66,517,4.10,645,54.82,660,04:32.3,730.21,7001
546,Egidijus ZANIAUSKAS,8/28/1987,LTU,6,Monzón (ESP),7/2/2017,973,11.46,2.2,761,6.65,1.9,732,12.83,657,1.89,705,52.47,704,15.95,-1.4,738,41.53,696,4.50,760,53.54,641,04:52.0,607.40,7001
513,Christian LAVORGNA,6/5/1992,USA,2,"Charlottesville, VA (USA)",4/23/2016,973,11.45,0.1,763,6.16,0.7,621,12.75,652,1.83,653,50.44,794,15.34,1.1,809,37.47,613,4.50,760,52.28,622,04:34.7,714.80,7001
503,Aleksandr VENIKOV,1/13/1990,RUS,15,Cheboksary (RUS),6/3/2012,973,11.72,0.3,707,6.46,0.2,688,13.39,691,1.94,749,51.97,726,15.82,0.8,753,41.18,689,4.50,760,51.70,614,04:49.2,624.06,7001
505,Orlan RIVERO,2/11/1995,CUB,4,La Habana (CUB),3/17/2013,973,11.55,-0.5,742,6.70,1.2,743,12.02,608,2.13,925,49.63,832,15.15,0.8,831,35.1,566,3.50,482,51.12,605,04:42.1,667.63,7001
481,Vicente GUARDIOLA,1/29/1992,ESP,8,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",6/25/2022,973,11.28,0.7,799,6.69,0.9,741,12.30,625,1.85,670,50.35,799,15.56,0.5,783,39.45,653,4.10,645,50.09,590,04:37.5,696.62,7001
503,Mark CHENERY,6/10/1905,CAN,4,Calgary (CAN),6/28/2012,973,11.14,2.5,830,6.85,1.9,778,11.48,575,1.91,723,50.30,801,15.17,-2.4,829,41.06,686,3.80,562,49.88,587,04:48.1,630.91,7001
481,Thai THOMPSON,,USA,9,"Terry & Linda Fuller T&F Complex, Lubbock, TX (USA)",5/14/2022,973,10.83,2.8,899,6.95,2,802,10.73,530,1.87,687,50.02,814,15.11,0.9,836,34.32,550,4.11,648,49.03,574,04:43.1,661.53,7001
537,Vilém STRÁSKÝ,7/3/1999,CZE,5,Zlín (CZE),6/2/2019,973,11,0,861,7.22,2.3,866,11.33,566,1.81,636,51.96,726,14.81,0.2,873,33.63,536,4.40,731,46.97,544,04:43.0,662.21,7001
481,Adolfo SAINZ-MAZA,1/7/1995,ESP,9,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",6/25/2022,973,11.25,0.7,806,6.96,1,804,12.29,624,1.85,670,51.85,731,14.96,0.8,854,36.85,601,4.50,760,46.63,539,04:51.0,612.97,7001
509,Pierre-louis RICOU,10/16/1995,FRA,7,Villeneuve d'Ascq (FRA),7/11/2015,973,11.31,-1.6,793,6.85,0.5,778,12.62,644,1.80,627,52.43,706,14.95,-0.4,856,38.57,636,4.50,760,46.50,537,04:42.7,664.14,7001
546,Yu KISHIKAWA,7/26/1996,JPN,7,Fukui (JPN),9/9/2017,973,11.21,2.2,814,6.87,3.4,783,11.15,555,1.93,740,50.35,799,15.30,2.1,814,32.61,516,4.40,731,44.53,508,04:30.6,741.30,7001
505,Maksim GAVRILENKO,7/18/1993,RUS,6,"Adler, Sochi (RUS)",5/9/2013,973,11.42,0.2,769,7.24,1.7,871,10.72,529,2.03,831,50.90,774,15.28,0.1,816,33.23,528,4.60,790,38.06,414,04:40.3,679.03,7001
538,Hendrik NUNGEß,2/3/1994,GER,6,Bietigheim-Bissingen (GER),8/11/2019,972,12.04,-0.4,643,6.25,1.3,641,14.39,752,1.88,696,54.61,615,16.80,-0.2,645,46.78,804,4.60,790,68.81,871,05:03.0,543.08,7000
393,Markus WALSER,12/15/1979,AUT,21,Hengelo (NED),7/4/2004,972,10.85,2.2,894,6.57,1.6,713,13.10,673,1.73,569,50.78,779,16.03,1.8,729,35,564,4.30,702,60.76,749,04:48.5,628.48,7000
514,Aleksandar GRNOVIĆ,1/9/1996,SRB,1,Wien (AUT),6/12/2016,972,11.03,0.6,854,7.02,0.9,818,13.98,727,1.78,610,51.31,755,15.61,0.3,777,36.67,597,3.90,590,52.61,627,04:45.7,645.03,7000
510,JaQuarius WILSON,7/19/1995,USA,9,"Starkville, MS (USA)",5/15/2015,972,11.3,1,795,6.75,0.7,755,11.31,565,1.79,619,51.36,753,14.57,2.1,902,37.6,616,4.20,673,51.05,604,04:34.0,718.87,7000
508,Richard SHELDON,6/12/1905,USA,3,"Princeton, NJ (USA)",5/5/2013,972,11.21,1.5,814,6.83,3.2,774,11.54,579,2.01,813,50.75,780,14.46,1.5,916,31.75,499,3.90,590,49.07,575,04:43.2,660.78,7000
505,Mourad SOUISSI,7/7/1984,ALG,2,Porto Novo (BEN),6/28/2012,972,11.59,-1.9,734,6.97,3,807,14.33,749,1.85,670,51.03,768,15.44,-1.1,797,38.35,631,4.00,617,46.67,539,04:38.8,688.62,7000
550,Toshiki SAKAMOTO,12/3/1994,JPN,12,Nagano (JPN),6/11/2017,972,10.98,0.8,865,6.73,2.9,750,10.41,510,1.85,670,49.92,818,14.95,-0.7,856,34.19,547,4.20,673,61.95,767,05:02.9,543.42,6999
469,Stijn DOM,2/15/1999,BEL,1,"Boudewijnstadion, Bruxelles (BEL)",6/27/2021,972,11.27,0,801,6.50,0.5,697,12.54,639,1.99,794,51.93,728,14.92,-0.4,859,37.16,607,4.10,645,52.87,631,04:53.4,598.94,6999
526,Tibor GALAMBOS,11/21/1991,HUN,1,Székesfehérvár (HUN),9/21/2014,972,11.58,0.6,736,7.41,1.8,913,11.23,560,2.04,840,53.57,657,15.56,1.6,783,36.68,597,4.40,731,48.79,571,04:51.2,611.77,6999
469,Bruno COMÍN,3/1/2000,ESP,1,Soria (ESP),8/8/2021,972,11.53,-1.3,746,6.81,2,769,12.52,638,1.92,731,51.93,728,15.19,0.5,827,40.21,669,4.50,760,48.25,563,04:58.5,568.72,6999
526,Alec FELLOWS,6/15/1905,USA,2,"San Diego, CA (USA)",3/28/2014,972,11.11,1.3,836,6.89,0,788,10.39,509,2.01,813,49.32,846,15.05,0.3,843,31.85,501,4.30,702,40.00,442,04:34.0,719.25,6999
457,Eetu KANGAS,11/17/1993,FIN,2,Kangasala (FIN),5/27/2018,972,11.81,-1.3,689,6.50,0.4,697,14.09,734,1.87,687,52.81,690,15.62,0.2,776,39.41,653,4.10,645,66.95,843,04:55.9,584.24,6998
539,Ryuji FUKUSHIMA,1/16/1998,JPN,10,"Nagaragawa Stadium, Gifu (JPN)",9/14/2019,972,11.59,-1.9,734,6.45,1.3,686,12.02,608,1.99,794,51.18,761,15.41,-0.4,801,35.03,564,4.20,673,58.43,714,04:42.7,663.64,6998
424,Danilo Mendes XAVIER,11/9/1986,BRA,2,Uberlandia (BRA),4/18/2010,972,11.48,0.5,757,7.10,-3.6,838,12.45,634,1.90,714,50.86,775,15.09,2.1,839,36.94,603,4.10,645,53.43,640,05:01.2,553.51,6998
424,Heath NICKLES,3/10/1989,USA,6,"Bloomington, IN (USA)",5/15/2010,972,11.69,,713,6.34,0.1,661,12.50,637,1.83,653,50.21,805,15.62,-0.7,776,33.53,534,4.90,880,51.92,617,04:33.4,722.75,6998
515,Takanaru KURODA,6/17/1905,JPN,13,Kumagaya (JPN),9/3/2016,972,10.84,0.9,897,7.01,1.1,816,9.93,481,1.90,714,48.48,886,15.73,-0.3,763,30.92,483,4.20,673,50.36,594,04:38.3,691.29,6998
515,Hunter VEITH,1/14/1995,USA,1,"Terre Haute, IN (USA)",5/14/2016,972,11.15,1.3,827,7.18,1.1,857,11.95,603,2.03,831,52.04,723,15.14,1.6,833,32.17,507,4.60,790,49.16,576,05:19.8,451.43,6998
529,Yuri DA SILVA VENTURA,4/16/1993,BRA,4,Sao Bernardo do Campo (BRA),4/27/2014,972,10.97,0.3,867,6.59,0.6,718,13.36,689,1.91,723,49.49,838,14.99,1.7,851,38.21,628,4.00,617,44.87,513,05:01.0,554.37,6998
509,Dominik SIEDLACZEK,3/10/1992,AUT,9,Kladno (CZE),6/9/2013,972,11.3,-0.5,795,6.73,0,750,13.39,691,2.00,803,51.07,766,14.62,1.1,896,36.09,586,4.02,623,41.68,467,04:49.5,621.88,6998
490,Björn BARREFORS,10/21/1987,SWE,2,Falun (SWE),8/7/2011,972,11.38,-0.3,778,7.30,0.7,886,12.54,639,1.99,794,50.75,780,14.70,0.9,886,38.93,643,4.45,746,35.95,384,05:17.8,462.07,6998
484,Fynn HÜLSIGGENSEN,10/1/1998,GER,1,"Stadion Hakenfelde, Berlin (GER)",8/28/2022,972,11.44,0.5,765,6.91,0,792,12.04,609,1.96,767,51.04,767,15.51,-0.2,789,30.81,480,4.10,645,55.76,674,04:35.4,709.92,6997
510,Tandy JUELL,,USA,1,"Emporia, KS (USA)",4/12/2013,972,11.25,1.5,806,6.28,0,648,12.68,648,1.81,636,51.08,765,16.28,1.1,702,45.07,768,4.45,746,54.53,656,04:49.4,622.79,6997
511,Vadym ADAMCHUK,5/30/1994,UKR,6,Kirovograd (UKR),6/9/2015,972,11.47,0.1,759,7.18,0,857,13.08,672,1.94,749,51.36,753,16.22,-1.5,708,38.56,635,3.80,562,53.87,646,04:43.8,656.87,6997
458,Brent NEWDICK,1/31/1985,NZL,1,Wanganui (NZL),2/25/2018,972,11.68,-1.6,715,6.51,0.6,700,13.77,714,1.89,705,53.02,681,15.41,1.2,801,42.91,724,4.30,702,53.49,640,04:50.6,615.37,6997
530,Michael BOWLER,1/28/1992,IRL,3,Ribeira Brava (POR),7/6/2014,972,11.48,-0.9,757,6.93,0.3,797,11.80,594,2.04,840,50.59,788,15.88,-1.6,746,34.84,560,3.90,590,53.37,639,04:39.1,686.73,6997
540,Rin HARAGUCHI,2/15/2000,JPN,1,Tama (JPN),4/7/2019,972,11.13,-1.1,832,7.08,1,833,9.36,447,1.93,740,48.99,862,15.02,-0.5,847,30.24,469,3.80,562,51.70,614,04:23.0,791.84,6997
540,Robin BODART,10/28/1997,BEL,1,Schaerbeek (BEL),5/12/2019,972,11.21,-1.1,814,7.23,1.9,869,11.62,583,1.93,740,51.50,747,14.92,-1.8,859,30.66,477,4.80,849,48.58,568,05:11.1,497.78,6997
510,J. Patrick SMITH,4/28/1991,USA,2,"Stockton, CA (USA)",4/6/2013,972,11.31,-1.7,793,6.85,,778,11.33,566,1.88,696,50.02,814,15.37,0.1,805,36.17,587,4.50,760,43.73,496,04:36.6,702.30,6997
530,Curtis BEACH,7/22/1990,USA,3,"Chapel Hill, NC (USA)",4/18/2014,972,11.02,1.3,856,7.28,0,881,11.09,551,1.83,653,49.38,843,15.51,1.1,789,32.52,514,4.45,746,32.48,334,04:17.3,830.46,6997
532,Wes GONZALES,6/28/1991,USA,3,"San Marcos, TX (USA)",5/10/2014,972,11.12,1,834,6.54,,707,11.32,565,1.87,687,49.51,837,14.89,2.1,863,34.3,550,4.54,772,51.25,607,04:57.4,575.00,6996
512,Adam HROMČÍK,3/6/1989,CZE,10,Kladno (CZE),6/9/2013,972,11.15,-0.7,827,7.07,-0.3,830,11.59,582,1.82,644,50.18,806,15.01,0.6,848,37.84,621,4.22,679,45.10,516,04:46.1,643.13,6996
551,Eetu KANGAS,11/17/1993,FIN,16,Monzón (ESP),7/2/2017,972,11.46,-0.4,761,6.64,0.1,729,14.70,771,1.83,653,53.84,646,15.86,-0.8,749,39.73,659,4.00,617,67.31,848,04:59.7,562.01,6995
485,Twan VAN RIJN,6/25/1905,NED,6,"Sportpark Orderbos, Apeldoorn (NED)",6/26/2022,972,11.25,0.3,806,6.44,1.7,684,12.33,626,1.78,610,50.57,789,15.18,0.5,828,31.75,499,4.55,775,56.41,684,04:37.8,694.84,6995
427,Cas WILLEMS,12/3/1988,NED,18,"Blankers-Koen Stadion, Hengelo (NED)",6/27/2010,972,11.95,-1.1,661,6.79,1.2,764,13.20,679,1.92,731,50.81,778,15.92,-0.2,742,37.74,619,4.10,645,55.30,667,04:35.5,709.66,6995
512,Adam DETERDING,,USA,5,"Ames, IA (USA)",5/16/2015,972,11.28,0.4,799,6.69,0.8,741,12.86,659,1.93,740,49.79,824,14.74,-2.4,881,33.35,531,3.70,535,52.47,625,04:43.2,660.78,6995
421,Marcos SANCHEZ,9/28/1986,PUR,8,La Habana (CUB),5/30/2009,972,11.26,0.2,804,6.43,1,682,14.39,752,1.89,705,49.57,835,15.86,-0.5,749,38.14,627,4.40,731,51.76,615,05:11.6,495.27,6995
533,Alexandre ASSELIN,9/28/1993,FRA,4,"Lexington, KY (USA)",5/16/2014,972,11.21,0.5,814,7.18,0.5,857,12.19,618,1.84,661,50.34,799,15.24,1,821,34.45,553,4.50,760,47.33,549,04:59.4,563.57,6995
513,Stephen BUCKLEY,5/4/1988,NZL,7,Sydney (AUS),4/12/2013,972,11.2,1.1,817,6.71,0.6,746,13.86,720,1.87,687,50.21,805,16.05,0.4,727,39.17,648,4.20,673,46.13,532,04:46.5,640.37,6995
512,Tanner MCNUTT,10/11/1994,USA,7,"Allendale, MI (USA)",5/22/2015,972,11.05,1.8,850,7.17,0.5,854,12.60,643,1.90,714,49.95,817,15.94,0.9,740,34.08,545,4.45,746,41.10,458,04:48.4,628.90,6995
542,Ryo SHIROISHI,9/14/1997,JPN,4,Sagamihara (JPN),5/24/2019,971,10.8,3.2,906,6.78,-1.9,762,10.82,535,1.93,740,48.87,867,15.95,1.7,738,31.38,492,4.00,617,59.47,730,04:51.9,608.00,6994
535,Theo MANCHERON,8/5/1991,FRA,2,Saint Louis (FRA),6/29/2014,971,11.71,-0.7,709,6.47,0,691,11.83,596,1.78,610,50.76,780,16.05,1.5,727,39.02,645,5.10,941,52.31,623,04:41.3,672.69,6994
552,Toshiki KUYA,10/22/1997,JPN,8,Fukui (JPN),9/9/2017,971,11.25,2.3,806,7.31,3.1,888,10.14,494,2.05,850,50.76,780,15.65,-0.9,773,31.96,503,4.20,673,51.30,608,04:50.0,619.04,6994
471,Vilém STRÁSKÝ,7/3/1999,CZE,1,Třinec (CZE),7/11/2021,971,11.3,0.3,795,6.85,2,778,12.90,661,1.79,619,51.07,766,14.85,1.1,868,33.84,541,4.33,711,51.25,607,04:45.2,648.47,6994
506,Ben WARUCH,8/29/1989,USA,2,"Tampa, FL (USA)",5/5/2012,971,11.14,0.6,830,6.17,0.3,624,13.22,681,1.96,767,50.52,791,15.09,2.9,839,37.02,604,4.15,659,47.28,548,04:44.6,651.80,6994
517,Robert ROBINSON,,USA,6,"Chula Vista, CA (USA)",5/29/2016,971,11.14,1.1,830,7.03,2,821,11.45,573,1.94,749,50.15,808,14.69,1.8,887,33.02,524,4.20,673,47.27,548,04:56.3,581.78,6994
514,Harrison IVIE,9/16/1992,USA,7,"Los Angeles, CA (USA)",5/10/2015,971,11.27,0,801,6.75,0.9,755,12.97,665,1.90,714,51.63,741,15.31,1.5,812,36.75,599,4.53,769,45.82,527,04:51.3,611.41,6994
491,Jordan GOFFENA,2/28/1990,USA,3,"Dekalb, IL (USA)",5/13/2011,971,11.26,3.4,804,7.12,0,842,11.86,598,1.81,636,50.29,801,14.53,0.5,907,37.89,622,4.10,645,40.45,449,04:38.5,690.27,6994
429,Bryant SENTMAN,,USA,2,"Marion, IN (USA)",5/28/2010,971,11.45,0.1,763,6.47,1.3,691,12.83,657,1.92,731,53.86,645,15.80,1.4,755,42.51,716,4.35,716,58.55,716,04:52.5,604.00,6993
492,Oleksiy HORDIYENKO,5/9/1979,UKR,2,Donetsk (UKR),8/3/2011,971,11.57,1.1,738,6.89,-0.7,788,12.94,664,2.00,803,52.27,713,16.09,1.1,723,43.57,737,3.90,590,56.20,681,05:00.6,556.95,6993
543,Petri IHANDER,9/4/1996,FIN,4,Lappeenranta (FIN),8/4/2019,971,11.19,0.9,819,6.90,0.1,790,12.72,650,1.81,636,52.74,693,15.82,0.3,753,37.08,605,4.65,804,55.65,673,04:58.1,570.98,6993
536,Solomon IJAH,9/26/1993,USA,2,Kamloops (CAN),8/10/2014,971,11.38,0.1,778,6.22,0.8,635,14.07,733,1.83,653,50.20,805,14.93,0.1,858,38.29,630,4.30,702,54.24,652,05:02.2,547.57,6993
486,Damien BERTHENET,9/3/1996,FRA,2,"Cessna Stadium, Wichita, KS (USA)",5/14/2022,971,11.3,3.5,795,6.77,1.1,760,12.58,642,1.92,731,52.81,690,14.87,1.1,865,37.1,606,4.35,716,51.74,614,04:57.6,574.07,6993
459,Nick KRAVEC,5/31/1996,USA,1,"Golden, CO (USA)",3/24/2018,971,10.93,3.9,876,6.79,3.2,764,12.67,647,1.93,740,53.26,671,15.15,1.9,831,36.23,588,4.40,731,48.42,565,04:56.5,580.43,6993
